TailNumber,Origin,Destination,TravelDate,TotalFlightTime,Revenue,FirstName,LastName,Passport
T2335,SEA,MSP,24-02-2021,4,426.24,Heather,Singh,S-26384273
C2750,JFK,MIA,04-06-2021,5,173.09,Mary,Singh,A-69169562
O2378,LAS,IAH,18-05-2021,2,188.65,Heather,Singh,S-26384273
C2896,LAS,CLT,04-08-2021,10,207.61,Jay,Singh,P-64549526
C2750,SEA,MSP,01-01-2021,5,216.38,Phil,Hawkins,R-68106487
T2335,JFK,PHX,13-08-2021,6,270.93,Heather,Singh,S-26384273
C2896,MCO,PHX,27-05-2021,7,423.24,Billy,Kohli,J-42970426
O2378,JFK,PHX,26-09-2021,2,441.71,Phil,Singh,D-61495909
Z2357,SFO,PHL,03-10-2021,1,133.46,Billy,Kohli,J-42970426
C2386,MCO,PHL,07-02-2021,5,200.8,Robert,Banner,U-49850866
G2971,SEA,CLT,02-08-2021,1,340.92,Russell,Constantine,H-44102824
O2349,JFK,EWR,09-11-2020,3,162.29,Jay,Singh,P-64549526
C2896,LAS,PHX,14-05-2021,6,363.53,Phil,Singh,D-61495909
P2752,MCO,EWR,11-12-2020,3,85.42,Mary,Singh,A-69169562
Z2357,ORD,DTW,22-04-2021,5,430.4,Phil,Hawkins,R-68106487
R2852,SFO,EWR,31-01-2021,5,318.02,Russell,Constantine,H-44102824
J2465,LAS,DTW,19-06-2021,7,419.24,Jay,Singh,P-64549526
C2990,DEN,BOS,19-12-2020,5,304.53,Heather,Singh,S-26384273
F2838,ATL,PHL,02-04-2021,9,274.62,Phil,Hawkins,R-68106487
A2975,LAS,PHX,07-04-2021,3,57.32,Phil,Singh,D-61495909
Z2357,JFK,EWR,17-06-2021,7,343.99,Phil,Hawkins,R-68106487
C2896,DEN,PHX,19-03-2021,9,122.36,Mary,Singh,A-69169562
H3059,SEA,PHX,08-02-2021,4,411.9,Phil,Hawkins,R-68106487
O2378,SFO,BOS,14-03-2021,5,279.91,Mary,Singh,A-69169562
C2750,ORD,BOS,15-03-2021,3,51.9,Russell,Constantine,H-44102824
F2838,LAX,MSP,11-06-2021,9,189.79,Phil,Singh,D-61495909
S2869,ATL,MSP,21-01-2021,10,437.29,Russell,Constantine,H-44102824
G2971,SFO,IAH,30-09-2021,7,276.05,Heather,Singh,S-26384273
C2990,SEA,CLT,08-06-2021,3,290.61,Phil,Hawkins,R-68106487
C2750,DFW,FLL,21-08-2021,3,205.78,Billy,Kohli,J-42970426
C2386,ORD,FLL,26-10-2020,4,207.98,Mary,Singh,A-69169562
O2378,ATL,DTW,22-06-2021,5,402.92,Billy,Kohli,J-42970426
R2852,ORD,BOS,14-10-2020,7,237.16,Billy,Kohli,J-42970426
Y2161,SEA,BOS,21-10-2020,5,398.03,Phil,Hawkins,R-68106487
G2971,LAX,DTW,03-02-2021,6,478.77,Heather,Singh,S-26384273
C2990,JFK,BOS,03-05-2021,1,480.22,Mary,Singh,A-69169562
C2896,LAS,BOS,22-02-2021,7,447.07,Phil,Singh,D-61495909
H3059,DEN,BOS,22-08-2021,2,324.69,Robert,Banner,U-49850866
C2896,SEA,DTW,06-12-2020,8,364.97,Billy,Kohli,J-42970426
N2252,ATL,CLT,10-12-2020,9,332.31,Phil,Hawkins,R-68106487
P2752,DFW,DTW,02-03-2021,5,121.53,Heather,Singh,S-26384273
H3059,DEN,DTW,02-08-2021,7,314.83,Phil,Singh,D-61495909
G2971,MCO,PHL,26-12-2020,10,480.8,Phil,Singh,D-61495909
C2896,DFW,BOS,02-08-2021,4,128.37,Billy,Kohli,J-42970426
C2990,ORD,PHX,29-05-2021,7,369.01,Heather,Singh,S-26384273
J2465,SFO,PHX,15-05-2021,10,116.16,Phil,Hawkins,R-68106487
H3059,MCO,MSP,14-12-2020,3,97.02,Robert,Banner,U-49850866
T2335,JFK,IAH,06-08-2021,9,51.95,Billy,Kohli,J-42970426
C2888,LAS,EWR,09-02-2021,8,284.52,Heather,Singh,S-26384273
T2366,ORD,MIA,05-06-2021,10,71.3,Mary,Singh,A-69169562
O2378,JFK,MIA,27-02-2021,10,329.01,Phil,Hawkins,R-68106487
C2386,SEA,PHL,07-11-2020,9,131.85,Heather,Singh,S-26384273
J2465,SEA,CLT,27-12-2020,2,117.34,Heather,Singh,S-26384273
C2888,SEA,PHX,23-05-2021,9,235.22,Phil,Hawkins,R-68106487
O2349,SEA,IAH,19-12-2020,3,463.02,Heather,Singh,S-26384273
Z2357,LAX,IAH,01-01-2021,3,243.65,Phil,Singh,D-61495909
F2838,MCO,DTW,13-12-2020,6,125.43,Phil,Hawkins,R-68106487
A2975,LAX,MSP,15-02-2021,6,377.03,Russell,Constantine,H-44102824
C2386,DFW,DTW,22-11-2020,2,252.94,Heather,Singh,S-26384273
F2838,SEA,CLT,29-01-2021,7,87.65,Phil,Singh,D-61495909
P2752,SEA,EWR,10-11-2020,8,92.43,Robert,Banner,U-49850866
C2386,ATL,PHL,16-06-2021,9,314.36,Billy,Kohli,J-42970426
H3059,MCO,CLT,22-11-2020,9,355.23,Heather,Singh,S-26384273
O2349,ORD,FLL,03-04-2021,3,203.01,Robert,Banner,U-49850866
C2990,ATL,BOS,25-07-2021,10,481.78,Jay,Singh,P-64549526
G2971,SEA,BOS,30-08-2021,3,254.93,Phil,Singh,D-61495909
C2386,ATL,BOS,09-07-2021,7,336.93,Russell,Constantine,H-44102824
O2378,DEN,PHX,27-09-2021,8,97.56,Robert,Banner,U-49850866
O2378,LAS,MIA,20-02-2021,5,137.87,Mary,Singh,A-69169562
N2252,DFW,CLT,14-08-2021,7,496.9,Robert,Banner,U-49850866
F2838,SEA,EWR,12-01-2021,7,423.18,Robert,Banner,U-49850866
N2252,DFW,BOS,29-06-2021,9,113.3,Jay,Singh,P-64549526
C2888,MCO,MSP,24-08-2021,10,101.14,Heather,Singh,S-26384273
C2750,DFW,MSP,22-06-2021,4,340.14,Mary,Singh,A-69169562
F2838,MCO,IAH,22-12-2020,6,482.61,Heather,Singh,S-26384273
H3059,JFK,IAH,25-09-2021,4,235.93,Jay,Singh,P-64549526
C2896,LAS,PHX,11-07-2021,7,279.23,Phil,Hawkins,R-68106487
O2378,DFW,DTW,23-11-2020,3,426.53,Billy,Kohli,J-42970426
A2975,ATL,MSP,22-04-2021,4,452.86,Jay,Singh,P-64549526
C2750,LAS,DTW,13-02-2021,5,90.16,Heather,Singh,S-26384273
H3059,LAS,PHX,06-12-2020,8,88.3,Phil,Hawkins,R-68106487
Z2357,DEN,EWR,07-10-2020,8,297.23,Robert,Banner,U-49850866
F2838,ATL,EWR,26-11-2020,9,455.44,Heather,Singh,S-26384273
C2750,DFW,IAH,10-10-2020,5,229.47,Billy,Kohli,J-42970426
C2896,LAS,CLT,31-12-2020,1,66.38,Phil,Singh,D-61495909
J2465,ATL,PHL,13-01-2021,10,243.6,Jay,Singh,P-64549526
A2975,LAX,DTW,18-06-2021,5,391.11,Phil,Singh,D-61495909
P2752,DEN,FLL,29-12-2020,4,88.57,Phil,Hawkins,R-68106487
T2335,SFO,PHX,11-01-2021,10,296.02,Phil,Hawkins,R-68106487
P2752,LAS,FLL,31-12-2020,8,467.28,Heather,Singh,S-26384273
P2752,MCO,MSP,06-07-2021,4,157.01,Jay,Singh,P-64549526
Y2161,DEN,CLT,01-02-2021,2,124.67,Russell,Constantine,H-44102824
T2366,DFW,CLT,05-10-2021,9,349.84,Phil,Hawkins,R-68106487
A2975,LAX,EWR,11-05-2021,3,463.79,Mary,Singh,A-69169562
O2378,SFO,EWR,08-03-2021,1,108.05,Heather,Singh,S-26384273
Z2357,LAS,PHL,23-03-2021,8,429.09,Phil,Hawkins,R-68106487
R2852,LAS,CLT,16-07-2021,9,270.83,Jay,Singh,P-64549526
C2990,MCO,BOS,03-08-2021,8,279.24,Robert,Banner,U-49850866
O2349,SFO,EWR,28-07-2021,6,165.31,Mary,Singh,A-69169562
O2378,ATL,EWR,30-08-2021,4,435.76,Phil,Singh,D-61495909
T2335,ORD,MIA,04-08-2021,10,204.88,Mary,Singh,A-69169562
C2990,ORD,FLL,02-10-2021,9,490.29,Phil,Singh,D-61495909
P2752,DEN,PHL,19-06-2021,1,482.18,Jay,Singh,P-64549526
O2378,MCO,FLL,27-08-2021,1,177.05,Russell,Constantine,H-44102824
R2852,LAX,PHX,25-05-2021,1,308.65,Russell,Constantine,H-44102824
J2465,DEN,EWR,08-01-2021,8,291.64,Jay,Singh,P-64549526
G2971,LAS,IAH,01-01-2021,8,83.56,Mary,Singh,A-69169562
T2335,DEN,MSP,18-06-2021,4,340.05,Phil,Hawkins,R-68106487
G2971,MCO,MSP,04-02-2021,4,356.54,Heather,Singh,S-26384273
T2335,LAS,MSP,30-08-2021,1,418.83,Mary,Singh,A-69169562
Y2161,LAX,CLT,21-04-2021,4,57.19,Billy,Kohli,J-42970426
O2349,MCO,PHL,28-01-2021,9,70.62,Mary,Singh,A-69169562
F2838,SFO,EWR,07-10-2020,6,299.46,Heather,Singh,S-26384273
G2971,JFK,FLL,13-11-2020,3,119.57,Heather,Singh,S-26384273
F2838,MCO,PHL,24-12-2020,1,362.79,Robert,Banner,U-49850866
R2852,JFK,CLT,08-07-2021,6,96.79,Heather,Singh,S-26384273
Y2161,DEN,MIA,31-12-2020,3,482.07,Billy,Kohli,J-42970426
Y2161,DFW,MSP,12-07-2021,2,384.62,Mary,Singh,A-69169562
A2975,ORD,IAH,13-06-2021,7,464.12,Phil,Singh,D-61495909
C2888,MCO,PHX,30-06-2021,10,59,Phil,Hawkins,R-68106487
H3059,SEA,PHX,15-09-2021,2,413.93,Heather,Singh,S-26384273
T2335,DEN,PHX,18-04-2021,3,372.31,Phil,Singh,D-61495909
Z2357,SFO,MIA,13-05-2021,10,340.11,Mary,Singh,A-69169562
T2366,DEN,FLL,13-07-2021,8,354.64,Heather,Singh,S-26384273
O2378,ATL,FLL,20-05-2021,8,68.03,Heather,Singh,S-26384273
O2378,ORD,CLT,13-01-2021,8,222.16,Phil,Singh,D-61495909
P2752,SFO,FLL,31-12-2020,10,210.18,Phil,Singh,D-61495909
G2971,DEN,CLT,17-01-2021,4,66.24,Jay,Singh,P-64549526
A2975,ORD,DTW,29-11-2020,4,284.43,Phil,Singh,D-61495909
J2465,MCO,BOS,06-01-2021,10,255.67,Heather,Singh,S-26384273
A2975,SFO,BOS,18-11-2020,10,154.58,Billy,Kohli,J-42970426
S2869,DFW,DTW,04-02-2021,8,270.44,Jay,Singh,P-64549526
C2990,DEN,EWR,03-10-2021,2,191.77,Phil,Hawkins,R-68106487
H3059,ATL,BOS,22-08-2021,1,322.8,Jay,Singh,P-64549526
P2752,MCO,DTW,04-12-2020,10,370.55,Jay,Singh,P-64549526
J2465,DFW,PHL,11-05-2021,6,324.85,Russell,Constantine,H-44102824
H3059,JFK,FLL,05-04-2021,3,203.12,Russell,Constantine,H-44102824
C2750,DFW,CLT,08-02-2021,5,391.6,Phil,Singh,D-61495909
C2990,DFW,BOS,24-06-2021,7,490.4,Robert,Banner,U-49850866
S2869,JFK,MIA,01-11-2020,5,364.6,Mary,Singh,A-69169562
Y2161,JFK,PHX,26-02-2021,8,215.73,Jay,Singh,P-64549526
C2896,SEA,IAH,20-04-2021,4,177.19,Heather,Singh,S-26384273
T2335,SEA,BOS,03-03-2021,9,352.56,Phil,Hawkins,R-68106487
T2366,SFO,CLT,19-11-2020,7,204.85,Heather,Singh,S-26384273
Y2161,JFK,MSP,30-08-2021,1,420.72,Russell,Constantine,H-44102824
C2386,ATL,MIA,03-12-2020,2,192.8,Billy,Kohli,J-42970426
C2888,MCO,IAH,23-05-2021,1,280.07,Billy,Kohli,J-42970426
S2869,DFW,DTW,08-01-2021,10,337.04,Mary,Singh,A-69169562
S2869,ORD,BOS,20-02-2021,3,82.18,Billy,Kohli,J-42970426
A2975,ORD,PHL,29-09-2021,7,180.96,Heather,Singh,S-26384273
P2752,LAX,DTW,17-04-2021,10,243.16,Mary,Singh,A-69169562
Z2357,JFK,DTW,03-05-2021,6,203.51,Robert,Banner,U-49850866
R2852,SEA,IAH,28-01-2021,10,484.78,Russell,Constantine,H-44102824
C2386,MCO,EWR,07-05-2021,3,268.75,Phil,Singh,D-61495909
J2465,SFO,PHL,27-08-2021,2,260.07,Phil,Singh,D-61495909
A2975,MCO,DTW,01-03-2021,2,326.08,Mary,Singh,A-69169562
N2252,DEN,BOS,16-08-2021,6,171.71,Mary,Singh,A-69169562
S2869,DFW,CLT,23-05-2021,10,217.55,Phil,Hawkins,R-68106487
Z2357,SFO,PHX,14-07-2021,8,192.5,Heather,Singh,S-26384273
C2750,MCO,BOS,06-11-2020,8,260.44,Robert,Banner,U-49850866
A2975,SEA,EWR,02-03-2021,4,475.71,Heather,Singh,S-26384273
Y2161,DEN,MIA,25-09-2021,5,173.1,Mary,Singh,A-69169562
H3059,JFK,IAH,20-09-2021,6,144.75,Phil,Hawkins,R-68106487
C2888,SFO,PHL,19-12-2020,8,277.04,Robert,Banner,U-49850866
C2888,LAX,BOS,05-08-2021,4,326.57,Robert,Banner,U-49850866
F2838,MCO,CLT,15-06-2021,9,268.05,Jay,Singh,P-64549526
C2750,JFK,FLL,25-06-2021,8,334.84,Phil,Hawkins,R-68106487
H3059,LAS,CLT,01-11-2020,3,488.65,Billy,Kohli,J-42970426
R2852,ORD,EWR,22-11-2020,1,421.32,Russell,Constantine,H-44102824
Z2357,LAX,IAH,01-12-2020,10,365.9,Jay,Singh,P-64549526
G2971,LAS,BOS,16-11-2020,9,176.54,Billy,Kohli,J-42970426
O2349,LAX,IAH,21-09-2021,9,301.48,Phil,Hawkins,R-68106487
R2852,DEN,IAH,02-10-2021,3,226.34,Heather,Singh,S-26384273
J2465,ORD,IAH,10-08-2021,4,265.79,Jay,Singh,P-64549526
O2349,ORD,BOS,22-06-2021,7,454.61,Robert,Banner,U-49850866
C2896,SFO,MSP,11-05-2021,2,136.41,Billy,Kohli,J-42970426
C2896,ATL,PHL,12-09-2021,5,446.64,Mary,Singh,A-69169562
C2386,LAS,PHL,19-02-2021,3,398.53,Phil,Hawkins,R-68106487
C2750,MCO,MSP,21-10-2020,2,380.65,Billy,Kohli,J-42970426
C2990,DFW,MSP,23-03-2021,5,383.96,Phil,Hawkins,R-68106487
G2971,LAS,MSP,26-03-2021,10,139.53,Jay,Singh,P-64549526
C2990,LAX,PHX,02-02-2021,8,144.55,Heather,Singh,S-26384273
C2896,ORD,IAH,13-12-2020,4,251.17,Phil,Hawkins,R-68106487
T2335,LAS,CLT,21-05-2021,1,356.07,Russell,Constantine,H-44102824
T2335,JFK,BOS,23-10-2020,4,405.32,Heather,Singh,S-26384273
O2349,JFK,PHL,10-06-2021,9,141.4,Mary,Singh,A-69169562
R2852,DEN,BOS,05-11-2020,7,411.52,Phil,Singh,D-61495909
C2990,JFK,FLL,08-01-2021,8,61.8,Phil,Singh,D-61495909
A2975,JFK,MIA,18-01-2021,7,72.5,Billy,Kohli,J-42970426
F2838,DFW,IAH,08-02-2021,10,87.03,Phil,Singh,D-61495909
C2990,MCO,BOS,28-08-2021,8,333.49,Mary,Singh,A-69169562
Y2161,SEA,IAH,02-09-2021,5,284.36,Jay,Singh,P-64549526
Z2357,LAS,IAH,09-04-2021,5,187.99,Russell,Constantine,H-44102824
C2990,DFW,PHL,08-06-2021,10,227.29,Jay,Singh,P-64549526
C2896,DFW,MSP,07-10-2020,2,487.01,Phil,Singh,D-61495909
C2888,MCO,DTW,31-05-2021,6,170.38,Heather,Singh,S-26384273
C2750,DEN,DTW,21-03-2021,10,222.41,Mary,Singh,A-69169562
T2366,SEA,MSP,12-01-2021,6,461.67,Jay,Singh,P-64549526
A2975,LAS,MSP,11-01-2021,10,431.45,Jay,Singh,P-64549526
C2990,LAX,PHL,28-06-2021,3,223.16,Mary,Singh,A-69169562
T2366,DEN,PHX,25-01-2021,7,360.45,Robert,Banner,U-49850866
O2378,JFK,DTW,28-11-2020,4,157.4,Mary,Singh,A-69169562
N2252,MCO,FLL,20-04-2021,8,429.39,Mary,Singh,A-69169562
O2349,LAS,EWR,24-11-2020,4,71.83,Russell,Constantine,H-44102824
C2990,SEA,BOS,22-02-2021,4,255.41,Billy,Kohli,J-42970426
T2366,JFK,CLT,22-11-2020,7,419.52,Mary,Singh,A-69169562
Z2357,SFO,BOS,10-08-2021,6,187.53,Phil,Singh,D-61495909
C2990,LAX,PHL,19-07-2021,5,450.71,Robert,Banner,U-49850866
G2971,SFO,PHL,17-07-2021,7,208.01,Jay,Singh,P-64549526
O2349,SEA,MSP,15-06-2021,7,352,Phil,Hawkins,R-68106487
G2971,LAX,FLL,15-11-2020,3,290.62,Jay,Singh,P-64549526
A2975,LAS,BOS,23-11-2020,5,60.56,Robert,Banner,U-49850866
C2888,ORD,CLT,09-01-2021,3,219.5,Jay,Singh,P-64549526
C2386,DFW,EWR,29-10-2020,10,481.07,Russell,Constantine,H-44102824
P2752,JFK,DTW,07-02-2021,8,332.72,Phil,Singh,D-61495909
T2335,LAS,PHX,20-09-2021,8,184.27,Mary,Singh,A-69169562
H3059,ATL,PHX,08-04-2021,6,149.33,Jay,Singh,P-64549526
N2252,MCO,PHL,17-08-2021,6,420.48,Robert,Banner,U-49850866
Z2357,DEN,IAH,28-09-2021,3,434.59,Jay,Singh,P-64549526
C2888,SFO,BOS,14-08-2021,7,346.16,Jay,Singh,P-64549526
R2852,DFW,FLL,25-05-2021,1,322.43,Jay,Singh,P-64549526
C2750,MCO,IAH,13-05-2021,6,471.43,Phil,Singh,D-61495909
S2869,LAX,CLT,09-05-2021,2,80.27,Jay,Singh,P-64549526
C2888,LAS,EWR,25-05-2021,10,481.72,Phil,Hawkins,R-68106487
O2349,MCO,FLL,21-05-2021,3,100.89,Phil,Hawkins,R-68106487
C2896,LAX,PHX,25-03-2021,9,226.93,Heather,Singh,S-26384273
H3059,DFW,IAH,19-11-2020,4,160.29,Robert,Banner,U-49850866
O2349,DEN,FLL,19-02-2021,2,199.99,Phil,Hawkins,R-68106487
C2750,LAS,PHL,18-03-2021,3,481.16,Russell,Constantine,H-44102824
H3059,LAX,CLT,14-11-2020,3,66.14,Russell,Constantine,H-44102824
Z2357,LAX,BOS,12-10-2020,8,111.57,Heather,Singh,S-26384273
T2335,DFW,PHL,01-03-2021,4,487.72,Jay,Singh,P-64549526
O2378,DFW,FLL,11-07-2021,5,281.73,Robert,Banner,U-49850866
Z2357,ORD,FLL,29-05-2021,6,367.02,Billy,Kohli,J-42970426
T2366,LAS,BOS,28-05-2021,5,151.82,Phil,Singh,D-61495909
R2852,JFK,MSP,08-11-2020,8,479.37,Jay,Singh,P-64549526
G2971,MCO,PHX,20-08-2021,9,461.2,Mary,Singh,A-69169562
P2752,SEA,EWR,06-01-2021,8,143.25,Billy,Kohli,J-42970426
G2971,LAS,MIA,10-12-2020,6,477.49,Phil,Hawkins,R-68106487
Y2161,DFW,FLL,08-10-2020,5,496.46,Mary,Singh,A-69169562
A2975,ATL,PHX,17-07-2021,1,67.73,Phil,Hawkins,R-68106487
J2465,MCO,MSP,12-03-2021,1,86.8,Billy,Kohli,J-42970426
C2386,JFK,MSP,27-08-2021,10,270.29,Jay,Singh,P-64549526
C2386,SEA,FLL,26-02-2021,7,205.67,Phil,Hawkins,R-68106487
C2386,SFO,DTW,09-10-2020,1,437.38,Billy,Kohli,J-42970426
G2971,DEN,FLL,06-02-2021,2,144.76,Billy,Kohli,J-42970426
Y2161,DEN,BOS,05-11-2020,2,361.6,Mary,Singh,A-69169562
C2750,JFK,PHX,29-12-2020,10,316.71,Mary,Singh,A-69169562
C2888,MCO,BOS,23-08-2021,10,227.48,Jay,Singh,P-64549526
C2896,ATL,DTW,07-07-2021,2,56.54,Phil,Hawkins,R-68106487
C2386,ORD,FLL,14-12-2020,10,79.02,Mary,Singh,A-69169562
Y2161,SFO,IAH,21-09-2021,6,289.59,Phil,Singh,D-61495909
F2838,DEN,PHX,21-10-2020,4,377.71,Phil,Singh,D-61495909
Z2357,DEN,EWR,22-12-2020,9,201.68,Russell,Constantine,H-44102824
A2975,DEN,MSP,01-04-2021,10,213.44,Phil,Hawkins,R-68106487
C2896,DFW,MSP,04-08-2021,4,245.75,Heather,Singh,S-26384273
T2335,LAX,FLL,27-12-2020,6,172.82,Mary,Singh,A-69169562
S2869,ATL,EWR,06-12-2020,4,380.12,Heather,Singh,S-26384273
P2752,DEN,CLT,28-05-2021,2,270.41,Phil,Singh,D-61495909
C2386,ATL,PHX,08-07-2021,6,300.68,Phil,Singh,D-61495909
S2869,JFK,PHL,20-12-2020,8,203.9,Jay,Singh,P-64549526
N2252,MCO,DTW,19-10-2020,7,429.21,Heather,Singh,S-26384273
R2852,SFO,DTW,02-12-2020,9,383.77,Phil,Singh,D-61495909
N2252,LAX,FLL,13-02-2021,10,405.74,Billy,Kohli,J-42970426
Z2357,MCO,PHX,24-04-2021,5,376.95,Phil,Singh,D-61495909
F2838,DFW,PHL,30-01-2021,1,148.16,Billy,Kohli,J-42970426
J2465,SFO,PHX,01-07-2021,2,357.98,Phil,Hawkins,R-68106487
C2896,LAS,DTW,14-04-2021,1,385.26,Phil,Singh,D-61495909
Z2357,SEA,FLL,07-11-2020,3,358.57,Russell,Constantine,H-44102824
C2896,MCO,CLT,31-10-2020,9,174.47,Robert,Banner,U-49850866
T2335,ORD,MSP,18-04-2021,8,452.79,Russell,Constantine,H-44102824
O2349,ATL,DTW,30-09-2021,5,295.79,Jay,Singh,P-64549526
F2838,SEA,EWR,06-12-2020,1,118.54,Robert,Banner,U-49850866
C2888,ORD,PHX,08-08-2021,4,305.41,Phil,Hawkins,R-68106487
R2852,SEA,MIA,22-08-2021,3,102.1,Jay,Singh,P-64549526
O2378,DEN,FLL,09-05-2021,1,297.12,Phil,Hawkins,R-68106487
A2975,SEA,DTW,14-12-2020,9,246.48,Robert,Banner,U-49850866
O2349,DEN,IAH,19-08-2021,10,277.93,Billy,Kohli,J-42970426
C2750,LAS,DTW,14-02-2021,7,282.83,Heather,Singh,S-26384273
Y2161,LAX,PHX,10-07-2021,9,219.92,Billy,Kohli,J-42970426
Y2161,LAX,DTW,02-05-2021,1,101.43,Robert,Banner,U-49850866
P2752,DEN,PHL,26-01-2021,2,141.46,Heather,Singh,S-26384273
T2335,SEA,MSP,11-04-2021,5,208.73,Jay,Singh,P-64549526
T2366,DEN,BOS,17-11-2020,7,421.85,Heather,Singh,S-26384273
R2852,SFO,MSP,08-09-2021,4,414.53,Jay,Singh,P-64549526
Z2357,LAS,MSP,08-01-2021,2,162.07,Heather,Singh,S-26384273
C2888,SFO,PHX,11-09-2021,7,307.47,Jay,Singh,P-64549526
F2838,SFO,PHX,13-07-2021,7,191.6,Heather,Singh,S-26384273
O2378,LAS,BOS,27-04-2021,2,359.26,Mary,Singh,A-69169562
G2971,DFW,FLL,08-11-2020,4,264.7,Phil,Singh,D-61495909
P2752,JFK,MIA,27-09-2021,6,255.13,Russell,Constantine,H-44102824
P2752,DFW,CLT,10-01-2021,3,300.76,Robert,Banner,U-49850866
C2990,MCO,PHX,23-05-2021,8,421.54,Billy,Kohli,J-42970426
Z2357,ORD,CLT,14-09-2021,8,220.23,Billy,Kohli,J-42970426
C2896,JFK,EWR,09-02-2021,7,420.2,Mary,Singh,A-69169562
T2335,ATL,DTW,14-09-2021,10,146.59,Mary,Singh,A-69169562
H3059,ORD,BOS,26-03-2021,3,340.62,Phil,Singh,D-61495909
A2975,DFW,FLL,09-04-2021,4,216.18,Mary,Singh,A-69169562
R2852,DFW,FLL,17-04-2021,4,118.79,Mary,Singh,A-69169562
A2975,ORD,DTW,05-01-2021,4,422.66,Phil,Hawkins,R-68106487
S2869,DFW,DTW,25-09-2021,4,213.18,Phil,Singh,D-61495909
T2335,MCO,BOS,10-03-2021,5,435.59,Jay,Singh,P-64549526
G2971,MCO,EWR,05-10-2021,5,226.66,Heather,Singh,S-26384273
C2750,JFK,MSP,23-11-2020,2,354.58,Robert,Banner,U-49850866
O2378,LAX,PHX,31-01-2021,2,130.43,Phil,Hawkins,R-68106487
G2971,ORD,PHL,16-06-2021,3,449.9,Jay,Singh,P-64549526
P2752,SFO,IAH,10-12-2020,10,479.45,Billy,Kohli,J-42970426
O2378,SEA,MSP,26-01-2021,10,324.54,Phil,Hawkins,R-68106487
C2386,LAS,PHX,30-04-2021,1,317.93,Heather,Singh,S-26384273
O2378,LAS,BOS,30-10-2020,2,248.61,Russell,Constantine,H-44102824
Y2161,LAX,BOS,10-03-2021,8,283.68,Jay,Singh,P-64549526
Y2161,MCO,PHX,05-04-2021,7,106.77,Billy,Kohli,J-42970426
C2896,SEA,EWR,09-05-2021,10,214.68,Mary,Singh,A-69169562
F2838,JFK,CLT,27-05-2021,9,313.66,Robert,Banner,U-49850866
O2378,DFW,BOS,04-06-2021,10,381,Phil,Hawkins,R-68106487
T2335,LAX,MSP,24-02-2021,5,82.27,Billy,Kohli,J-42970426
R2852,JFK,BOS,01-03-2021,1,146.15,Jay,Singh,P-64549526
A2975,ORD,BOS,25-02-2021,7,453.79,Mary,Singh,A-69169562
F2838,LAX,PHL,22-08-2021,2,302.42,Robert,Banner,U-49850866
T2335,DFW,DTW,14-08-2021,8,58.09,Russell,Constantine,H-44102824
C2990,DFW,BOS,02-09-2021,9,269.36,Phil,Singh,D-61495909
O2349,LAX,BOS,30-12-2020,1,152.22,Russell,Constantine,H-44102824
C2896,JFK,MIA,07-08-2021,1,389.43,Jay,Singh,P-64549526
C2896,LAX,DTW,16-10-2020,5,486.91,Billy,Kohli,J-42970426
R2852,SFO,EWR,28-09-2021,4,130.96,Phil,Singh,D-61495909
T2366,SFO,IAH,09-01-2021,6,473.53,Jay,Singh,P-64549526
S2869,ATL,IAH,01-05-2021,6,156.87,Jay,Singh,P-64549526
P2752,ATL,IAH,21-05-2021,10,424.9,Phil,Hawkins,R-68106487
J2465,LAX,IAH,10-09-2021,8,319.33,Robert,Banner,U-49850866
C2386,JFK,MSP,14-03-2021,6,113.49,Mary,Singh,A-69169562
S2869,LAS,EWR,15-10-2020,1,56.17,Jay,Singh,P-64549526
O2349,LAX,IAH,19-05-2021,1,360.82,Jay,Singh,P-64549526
R2852,JFK,DTW,14-10-2020,4,352.42,Phil,Hawkins,R-68106487
F2838,DFW,DTW,19-06-2021,1,264,Mary,Singh,A-69169562
A2975,DFW,IAH,26-04-2021,4,96.4,Russell,Constantine,H-44102824
S2869,JFK,CLT,20-01-2021,10,168.02,Jay,Singh,P-64549526
C2888,SFO,FLL,27-02-2021,2,251.29,Mary,Singh,A-69169562
G2971,SFO,CLT,13-09-2021,1,192.82,Billy,Kohli,J-42970426
H3059,DEN,PHX,16-10-2020,7,168.5,Mary,Singh,A-69169562
R2852,SEA,DTW,25-06-2021,3,350.26,Phil,Singh,D-61495909
O2349,MCO,EWR,03-04-2021,7,266.31,Heather,Singh,S-26384273
R2852,LAS,IAH,31-10-2020,3,408.07,Billy,Kohli,J-42970426
A2975,ORD,PHX,04-08-2021,1,269.91,Russell,Constantine,H-44102824
O2378,MCO,EWR,25-02-2021,7,486.43,Phil,Singh,D-61495909
S2869,SFO,PHL,18-10-2020,3,213.09,Phil,Hawkins,R-68106487
Z2357,MCO,MIA,14-02-2021,1,202.5,Billy,Kohli,J-42970426
R2852,ATL,DTW,18-07-2021,6,86.84,Robert,Banner,U-49850866
Y2161,LAS,EWR,05-08-2021,8,120.89,Phil,Singh,D-61495909
C2990,LAX,MIA,02-09-2021,1,449.8,Mary,Singh,A-69169562
G2971,LAS,PHX,17-05-2021,5,419.26,Robert,Banner,U-49850866
A2975,DFW,FLL,31-12-2020,2,268.39,Russell,Constantine,H-44102824
O2349,DFW,CLT,02-05-2021,4,431.86,Phil,Hawkins,R-68106487
